rxnid,Yield
test1665,0.7262
test1666,0.9024
test1667,0.1767
test1668,0.1143
test1669,0.9243
test1670,0.7791
test1671,0.6481
test1672,0.4670
test1673,0.2554
test1674,0.8743
test1675,0.7504
test1676,0.1815
test1677,0.4636
test1678,0.9421
test1679,0.2780
test1680,0.8470
test1681,0.3956
test1682,0.2845
test1683,0.9297
test1684,0.8786
test1685,0.8316
test1686,0.4471
test1687,0.8166
test1688,0.4794
test1689,0.7836
test1690,0.4766
test1691,0.8082
test1692,0.3353
test1693,0.9444
test1694,0.5361
test1695,0.6033
test1696,0.2550
test1697,0.3617
test1698,0.2642
test1699,0.8080
test1700,0.6548
test1701,0.8051
test1702,0.6012
test1703,0.8080
test1704,0.8353
test1705,0.9742
test1706,0.5923
test1707,0.9138
test1708,0.6748
test1709,0.3034
test1710,0.8463
test1711,0.7410
test1712,0.8508
test1713,0.5853
test1714,0.8640
test1715,0.8373
test1716,0.5915
test1717,0.7194
test1718,0.6337
test1719,0.7251
test1720,0.8554
test1721,0.9309
test1722,0.7533
test1723,0.5671
test1724,0.1838
test1725,0.5108
test1726,0.5336
test1727,0.9058
test1728,0.8004
test1729,0.6692
test1730,0.5957
test1731,0.9031
test1732,0.3733
test1733,0.7882
test1734,0.8005
test1735,0.7698
test1736,0.7677
test1737,0.8873
test1738,0.3558
test1739,0.5125
test1740,0.8633
test1741,0.6780
test1742,0.5332
test1743,0.5947
test1744,0.5703
test1745,0.8328
test1746,0.1493
test1747,0.7533
test1748,0.4540
test1749,0.8184
test1750,0.8551
test1751,0.5678
test1752,0.5442
test1753,0.2432
test1754,0.4675
test1755,0.6896
test1756,0.7841
test1757,0.7923
test1758,0.8549
test1759,0.7934
test1760,0.9482
test1761,0.6517
test1762,0.7096
test1763,0.8107
test1764,0.5973
test1765,0.7871
test1766,0.6059
test1767,0.6662
test1768,0.1835
test1769,0.8504
test1770,0.7922
test1771,0.7716
test1772,0.6109
test1773,0.5180
test1774,0.5150
test1775,0.3428
test1776,0.7427
test1777,0.3908
test1778,0.6673
test1779,0.7586
test1780,0.4120
test1781,0.4749
test1782,0.4500
test1783,0.5854
test1784,0.8112
test1785,0.2367
test1786,0.5441
test1787,0.6488
test1788,0.5334
test1789,0.6404
test1790,0.4028
test1791,0.8138
test1792,0.8758
test1793,0.7961
test1794,0.7638
test1795,0.7671
test1796,0.6801
test1797,0.5070
test1798,0.5510
test1799,0.5522
test1800,0.7485
test1801,0.7625
test1802,0.6677
test1803,0.9059
test1804,0.6235
test1805,0.9352
test1806,0.8011
test1807,0.5319
test1808,0.8776
test1809,0.7208
test1810,0.8008
test1811,0.5300
test1812,0.5346
test1813,0.7354
test1814,0.7609
test1815,0.6682
test1816,0.5380
test1817,0.3632
test1818,0.4487
test1819,0.1993
test1820,0.7050
test1821,0.7868
test1822,0.1925
test1823,0.8230
test1824,0.9432
test1825,0.6580
test1826,0.6229
test1827,0.4826
test1828,0.9030
test1829,0.5848
test1830,0.5619
test1831,0.3082
test1832,0.7634
test1833,0.8171
test1834,0.4083
test1835,0.8250
test1836,0.6686
test1837,0.7692
test1838,0.5352
test1839,0.6334
test1840,0.8083
test1841,0.8365
test1842,0.8979
test1843,0.7068
test1844,0.7375
test1845,0.9232
test1846,0.7696
test1847,0.8036
test1848,0.5922
test1849,0.9213
test1850,0.6550
test1851,0.8234
test1852,0.7638
test1853,0.7462
test1854,0.3970
test1855,0.7484
test1856,0.6839
test1857,0.7995
test1858,0.6662
test1859,0.6190
test1860,0.5003
test1861,0.9197
test1862,0.5208
test1863,0.5231
test1864,0.8115
test1865,0.8262
test1866,0.8419
test1867,0.7908
test1868,0.3427
test1869,0.4764
test1870,0.6245
test1871,0.3166
test1872,0.7111
test1873,0.9210
test1874,0.6214
test1875,0.7052
test1876,0.8046
test1877,0.7684
test1878,0.9041
test1879,0.3868
test1880,0.6412
test1881,0.4700
test1882,0.3311
test1883,0.4809
test1884,0.8753
test1885,0.4178
test1886,0.4185
test1887,0.8560
test1888,0.8935
test1889,0.7331
test1890,0.7569
test1891,0.4503
test1892,0.6578
test1893,0.6934
test1894,0.6014
test1895,0.6028
test1896,0.9306
test1897,0.2950
test1898,0.5433
test1899,0.6776
test1900,0.3886
test1901,0.6570
test1902,0.9523
test1903,0.2752
test1904,0.7933
test1905,0.2976
test1906,0.5117
test1907,0.7810
test1908,0.7044
test1909,0.4118
test1910,0.8379
test1911,0.3098
test1912,0.7847
test1913,0.6656
test1914,0.6832
test1915,0.6565
test1916,0.8511
test1917,0.6483
test1918,0.4407
test1919,0.6678
test1920,0.8852
test1921,0.8993
test1922,0.4466
test1923,0.5590
test1924,0.8461
test1925,0.9558
test1926,0.8069
test1927,0.8636
test1928,0.1047
test1929,0.6443
test1930,0.8904
test1931,0.8762
test1932,0.8873
test1933,0.6974
test1934,0.8314
test1935,0.8332
test1936,0.8153
test1937,0.6568
test1938,0.5221
test1939,0.0777
test1940,0.8400
test1941,0.8502
test1942,0.8647
test1943,0.5779
test1944,0.8458
test1945,0.7206
test1946,0.8656
test1947,0.8158
test1948,0.4759
test1949,0.4075
test1950,0.7134
test1951,0.8290
test1952,0.2644
test1953,0.4362
test1954,0.5641
test1955,0.6968
test1956,0.8364
test1957,0.5434
test1958,0.7903
test1959,0.5889
test1960,0.7268
test1961,0.6919
test1962,0.8447
test1963,0.6570
test1964,0.7707
test1965,0.9292
test1966,0.9087
test1967,0.7542
test1968,0.6119
test1969,0.7694
test1970,0.4138
test1971,0.9190
test1972,0.9403
test1973,0.7297
test1974,0.7406
test1975,0.6618
test1976,0.8047
test1977,0.2006
test1978,0.8755
test1979,0.8707
test1980,0.8010
test1981,0.8024
test1982,0.5891
test1983,0.8499
test1984,0.5358
test1985,0.9358
test1986,0.4460
test1987,0.5264
test1988,0.8739
test1989,0.6797
test1990,0.1015
test1991,0.4082
test1992,0.9528
test1993,0.4151
test1994,0.3314
test1995,0.4343
test1996,0.2183
test1997,0.8692
test1998,0.6084
test1999,0.9215
test2000,0.6759
test2001,0.8326
test2002,0.3439
test2003,0.8948
test2004,0.8262
test2005,0.2954
test2006,0.5817
test2007,0.4947
test2008,0.7836
test2009,0.7492
test2010,0.8716
test2011,0.7064
test2012,0.4002
test2013,0.8451
test2014,0.9440
test2015,0.8318
test2016,0.3053
test2017,0.6913
test2018,0.7823
test2019,0.8272
test2020,0.5600
test2021,0.3666
test2022,0.6002
test2023,0.8409
test2024,0.8124
test2025,0.4950
test2026,0.7691
test2027,0.8497
test2028,0.7473
test2029,0.4221
test2030,0.8216
test2031,0.9341
test2032,0.7189
test2033,0.4856
test2034,0.8253
test2035,0.2189
test2036,0.7166
test2037,0.9081
test2038,0.4411
test2039,0.7547
test2040,0.5940
test2041,0.8499
test2042,0.6826
test2043,0.5276
test2044,0.6517
test2045,0.4728
test2046,0.8816
test2047,0.3606
test2048,0.7835
test2049,0.6959
test2050,0.7193
test2051,0.8049
test2052,0.5536
test2053,0.7640
test2054,0.7524
test2055,0.5930
test2056,0.2570
test2057,0.7468
test2058,0.6525
test2059,0.8724
test2060,0.7984
test2061,0.5066
test2062,0.6259
test2063,0.4737
test2064,0.9476
test2065,0.8800
test2066,0.6471
test2067,0.6634
test2068,0.6939
test2069,0.5476
test2070,0.5975
test2071,0.4696
test2072,0.5504
test2073,0.5567
test2074,0.6638
test2075,0.8265
test2076,0.6884
test2077,0.9570
test2078,0.8130
test2079,0.5690
test2080,0.7156
test2081,0.3968
test2082,0.6589
test2083,0.7154
test2084,0.8245
test2085,0.6895
test2086,0.8224
test2087,0.5935
test2088,0.7466
test2089,0.8382
test2090,0.4600
test2091,0.3667
test2092,0.8397
test2093,0.6372
test2094,0.0816
test2095,0.2450
test2096,0.4919
test2097,0.0794
test2098,0.4526
test2099,0.7997
test2100,0.6338
test2101,0.8975
test2102,0.8560
test2103,0.7756
test2104,0.8230
test2105,0.2237
test2106,0.7431
test2107,0.7586
test2108,0.3108
test2109,0.3669
test2110,0.6302
test2111,0.7805
test2112,0.7140
test2113,0.6036
test2114,0.3290
test2115,0.4186
test2116,0.7606
test2117,0.5925
test2118,0.7091
test2119,0.8257
test2120,0.9625
test2121,0.7387
test2122,0.9385
test2123,0.2446
test2124,0.5095
test2125,0.4727
test2126,0.8255
test2127,0.4606
test2128,0.7450
test2129,0.7271
test2130,0.4447
test2131,0.9232
test2132,0.5670
test2133,0.8119
test2134,0.8282
test2135,0.7427
test2136,0.9362
test2137,0.7288
test2138,0.4018
test2139,0.8214
test2140,0.6422
test2141,0.8067
test2142,0.3528
test2143,0.4791
test2144,0.4665
test2145,0.6541
test2146,0.7609
test2147,0.4670
test2148,0.8548
test2149,0.6318
test2150,0.4823
test2151,0.7086
test2152,0.4624
test2153,0.7216
test2154,0.7086
test2155,0.2660
test2156,0.6389
test2157,0.8507
test2158,0.6378
test2159,0.5525
test2160,0.7036
test2161,0.6674
test2162,0.5650
test2163,0.8520
test2164,0.8219
test2165,0.6055
test2166,0.4039
test2167,0.7488
test2168,0.7434
test2169,0.4630
test2170,0.5529
test2171,0.8105
test2172,0.7639
test2173,0.7607
test2174,0.4378
test2175,0.3022
test2176,0.6750
test2177,0.4719
test2178,0.2629
test2179,0.8831
test2180,0.8331
test2181,0.7427
test2182,0.8390
test2183,0.6347
test2184,0.3610
test2185,0.5647
test2186,0.1692
test2187,0.7075
test2188,0.3218
test2189,0.8568
test2190,0.9466
test2191,0.6017
test2192,0.6828
test2193,0.8681
test2194,0.4761
test2195,0.9416
test2196,0.4537
test2197,0.7044
test2198,0.3845
test2199,0.8434
test2200,0.9342
test2201,0.4315
test2202,0.5820
test2203,0.5111
test2204,0.5734
test2205,0.5162
test2206,0.3748
test2207,0.8393
test2208,0.8982
test2209,0.4076
test2210,0.3635
test2211,0.7947
test2212,0.8369
test2213,0.4919
test2214,0.4358
test2215,0.8457
test2216,0.7644
test2217,0.8477
test2218,0.2664
test2219,0.7574
test2220,0.7348
test2221,0.5341
test2222,0.2002
test2223,0.7059
test2224,0.7950
test2225,0.6314
test2226,0.8733
test2227,0.8323
test2228,0.7163
test2229,0.4229
test2230,0.8230
test2231,0.9063
test2232,0.2231
test2233,0.9181
test2234,0.5241
test2235,0.8073
test2236,0.7450
test2237,0.7777
test2238,0.7440
test2239,0.7461
test2240,0.0942
test2241,0.5156
test2242,0.7674
test2243,0.9200
test2244,0.8083
test2245,0.9115
test2246,0.5192
test2247,0.6890
test2248,0.8999
test2249,0.3185
test2250,0.1439
test2251,0.3708
test2252,0.7455
test2253,0.3297
test2254,0.8608
test2255,0.3217
test2256,0.5656
test2257,0.7254
test2258,0.3629
test2259,0.7654
test2260,0.9274
test2261,0.5787
test2262,0.4190
test2263,0.9509
test2264,0.6199
test2265,0.7186
test2266,0.7809
test2267,0.4890
test2268,0.5505
test2269,0.6608
test2270,0.2262
test2271,0.3406
test2272,0.6256
test2273,0.3701
test2274,0.6623
test2275,0.9493
test2276,0.8710
test2277,0.3867
test2278,0.2381
test2279,0.6504
test2280,0.5971
test2281,0.5978
test2282,0.6292
test2283,0.5550
test2284,0.7262
test2285,0.8302
test2286,0.6842
test2287,0.5502
test2288,0.6341
test2289,0.4534
test2290,0.5586
test2291,0.7675
test2292,0.4463
test2293,0.3638
test2294,0.6415
test2295,0.5868
test2296,0.7322
test2297,0.8752
test2298,0.3945
test2299,0.4537
test2300,0.7543
test2301,0.8542
test2302,0.0798
test2303,0.8131
test2304,0.5308
test2305,0.3338
test2306,0.0988
test2307,0.4316
test2308,0.3044
test2309,0.4405
test2310,0.7973
test2311,0.7320
test2312,0.6275
test2313,0.8069
test2314,0.5756
test2315,0.9027
test2316,0.7022
test2317,0.4503
test2318,0.5156
test2319,0.2197
test2320,0.4766
test2321,0.3527
test2322,0.6364
test2323,0.4713
test2324,0.4932
test2325,0.4585
test2326,0.7115
test2327,0.7854
test2328,0.3195
test2329,0.7158
test2330,0.3414
test2331,0.7770
test2332,0.1623
test2333,0.8130
test2334,0.7317
test2335,0.7748
test2336,0.5745
test2337,0.4183
test2338,0.6982
test2339,0.4009
test2340,0.8656
test2341,0.5745
test2342,0.8655
test2343,0.4076
test2344,0.8352
test2345,0.2683
test2346,0.6708
test2347,0.6879
test2348,0.9165
test2349,0.4278
test2350,0.7217
test2351,0.4495
test2352,0.8550
test2353,0.5910
test2354,0.8071
test2355,0.7550
test2356,0.6196
test2357,0.6978
test2358,0.3475
test2359,0.5094
test2360,0.8418
test2361,0.1714
test2362,0.8591
test2363,0.9569
test2364,0.9656
test2365,0.5381
test2366,0.6596
test2367,0.6595
test2368,0.6601
test2369,0.4663
test2370,0.5572
test2371,0.7959
test2372,0.3875
test2373,0.3918
test2374,0.6146
test2375,0.3927
test2376,0.7612
test2377,0.8286
test2378,0.7643
test2379,0.6801
test2380,0.8472
test2381,0.8149
test2382,0.7086
test2383,0.3288
test2384,0.5221
test2385,0.5583
test2386,0.6282
test2387,0.2583
test2388,0.5756
test2389,0.8645
test2390,0.7947
test2391,0.4192
test2392,0.5991
test2393,0.8327
test2394,0.6443
test2395,0.4772
test2396,0.7861
test2397,0.5688
test2398,0.7566
test2399,0.9254
test2400,0.7097
test2401,0.6580
test2402,0.7753
test2403,0.6350
test2404,0.5189
test2405,0.9274
test2406,0.5522
test2407,0.3362
test2408,0.4437
test2409,0.8690
test2410,0.7086
test2411,0.8188
test2412,0.5454
test2413,0.5988
test2414,0.9434
test2415,0.8216
test2416,0.8478
test2417,0.9154
test2418,0.7550
test2419,0.8495
test2420,0.8126
test2421,0.4999
test2422,0.7449
test2423,0.6188
test2424,0.9595
test2425,0.7589
test2426,0.7748
test2427,0.3529
test2428,0.4081
test2429,0.1630
test2430,0.1459
test2431,0.7756
test2432,0.5794
test2433,0.9058
test2434,0.8217
test2435,0.6703
test2436,0.8687
test2437,0.7500
test2438,0.8768
test2439,0.2013
test2440,0.5105
test2441,0.2587
test2442,0.5703
test2443,0.7768
test2444,0.9186
test2445,0.7582
test2446,0.5976
test2447,0.3192
test2448,0.6834
test2449,0.5860
test2450,0.8516
test2451,0.3452
test2452,0.5148
test2453,0.2096
test2454,0.6900
test2455,0.6359
test2456,0.5291
test2457,0.1380
test2458,0.7318
test2459,0.6912
test2460,0.5692
test2461,0.5966
test2462,0.8602
test2463,0.5173
test2464,0.7928
test2465,0.3874
test2466,0.3442
test2467,0.4089
test2468,0.7841
test2469,0.9525
test2470,0.6138
test2471,0.6586
test2472,0.9488
test2473,0.7840
test2474,0.4062
test2475,0.6275
test2476,0.4886
test2477,0.7236
test2478,0.8613
test2479,0.4407
test2480,0.5850
test2481,0.7459
test2482,0.6507
test2483,0.4796
test2484,0.4828
test2485,0.6155
test2486,0.7446
test2487,0.1688
test2488,0.7343
test2489,0.4984
test2490,0.6402
test2491,0.6857
test2492,0.7178
test2493,0.7161
test2494,0.7400
test2495,0.7210
test2496,0.4032
test2497,0.8111
test2498,0.7606
test2499,0.6285
test2500,0.3112
test2501,0.7015
test2502,0.4284
test2503,0.7268
test2504,0.7032
test2505,0.3191
test2506,0.8812
test2507,0.1359
test2508,0.4302
test2509,0.7700
test2510,0.5844
test2511,0.5795
test2512,0.7061
test2513,0.8464
test2514,0.6036
test2515,0.7781
test2516,0.6565
test2517,0.4400
test2518,0.6608
test2519,0.7720
test2520,0.8217
test2521,0.8356
test2522,0.6544
test2523,0.8832
test2524,0.8348
test2525,0.4385
test2526,0.4360
test2527,0.7183
test2528,0.7243
test2529,0.6825
test2530,0.6127
test2531,0.8883
test2532,0.4434
test2533,0.5058
test2534,0.7714
test2535,0.4113
test2536,0.8300
test2537,0.5431
test2538,0.4659
test2539,0.3950
test2540,0.7157
test2541,0.7013
test2542,0.1692
test2543,0.8240
test2544,0.7417
test2545,0.7038
test2546,0.8991
test2547,0.6974
test2548,0.7252
test2549,0.6278
test2550,0.5682
test2551,0.7815
test2552,0.7056
test2553,0.4504
test2554,0.2908
test2555,0.6785
test2556,0.8699
test2557,0.8190
test2558,0.8328
test2559,0.7187
test2560,0.8766
test2561,0.3912
test2562,0.7031
test2563,0.6396
test2564,0.7363
test2565,0.6709
test2566,0.6881
test2567,0.7264
test2568,0.7957
test2569,0.5878
test2570,0.7827
test2571,0.6747
test2572,0.8404
test2573,0.8435
test2574,0.7976
test2575,0.5625
test2576,0.3674
test2577,0.6848
test2578,0.5956
test2579,0.8457
test2580,0.1965
test2581,0.6739
test2582,0.8251
test2583,0.4785
test2584,0.7444
test2585,0.8583
test2586,0.6175
test2587,0.2291
test2588,0.5985
test2589,0.4090
test2590,0.4277
test2591,0.6589
test2592,0.6617
test2593,0.5883
test2594,0.6843
test2595,0.7873
test2596,0.5525
test2597,0.3773
test2598,0.4405
test2599,0.6644
test2600,0.6455
test2601,0.6368
test2602,0.7108
test2603,0.5685
test2604,0.5179
test2605,0.2448
test2606,0.6982
test2607,0.7236
test2608,0.4165
test2609,0.7289
test2610,0.7928
test2611,0.4805
test2612,0.4686
test2613,0.5138
test2614,0.4901
test2615,0.4822
test2616,0.9768
