rxnid,Yield
test1665,0.7608
test1666,0.9272
test1667,0.3823
test1668,0.3637
test1669,0.6551
test1670,0.8077
test1671,0.3496
test1672,0.3679
test1673,0.7093
test1674,0.9341
test1675,0.7115
test1676,0.2519
test1677,0.8335
test1678,0.6892
test1679,0.4185
test1680,0.7544
test1681,0.6261
test1682,0.4612
test1683,0.4867
test1684,0.8639
test1685,0.7060
test1686,0.3808
test1687,0.9807
test1688,0.7445
test1689,0.4689
test1690,0.4277
test1691,0.7641
test1692,0.4980
test1693,0.5506
test1694,0.3210
test1695,0.6202
test1696,0.0949
test1697,0.7842
test1698,0.8411
test1699,0.6820
test1700,0.6965
test1701,0.7367
test1702,0.4432
test1703,0.7056
test1704,0.2340
test1705,0.8540
test1706,0.5264
test1707,0.7199
test1708,0.5515
test1709,0.2608
test1710,0.6041
test1711,0.5353
test1712,0.8651
test1713,0.4226
test1714,0.7294
test1715,0.5304
test1716,0.4885
test1717,0.9170
test1718,0.7529
test1719,0.8464
test1720,0.8780
test1721,0.9870
test1722,0.2686
test1723,0.5315
test1724,0.2691
test1725,0.7419
test1726,0.4605
test1727,0.9515
test1728,0.7994
test1729,0.7981
test1730,0.5887
test1731,0.9014
test1732,0.5385
test1733,0.9129
test1734,0.6056
test1735,0.8633
test1736,0.4686
test1737,0.4010
test1738,0.7425
test1739,0.7465
test1740,0.7803
test1741,0.5814
test1742,0.4029
test1743,0.5363
test1744,0.6717
test1745,0.8479
test1746,0.4372
test1747,0.7647
test1748,0.6472
test1749,0.8215
test1750,0.8367
test1751,0.3377
test1752,0.7472
test1753,0.3308
test1754,0.4692
test1755,0.6607
test1756,0.5479
test1757,0.5761
test1758,0.9696
test1759,0.9087
test1760,0.8445
test1761,0.8494
test1762,0.7365
test1763,0.8065
test1764,0.5208
test1765,0.8299
test1766,0.6599
test1767,0.7486
test1768,0.5337
test1769,0.6651
test1770,0.3594
test1771,0.6155
test1772,0.7843
test1773,0.7985
test1774,0.7728
test1775,0.2169
test1776,0.8588
test1777,0.0534
test1778,0.6871
test1779,0.6526
test1780,0.7456
test1781,0.5531
test1782,0.4422
test1783,0.3759
test1784,0.8492
test1785,0.5803
test1786,0.6216
test1787,0.5897
test1788,0.7016
test1789,0.4650
test1790,0.6506
test1791,0.6123
test1792,0.6508
test1793,0.7717
test1794,0.8329
test1795,0.6509
test1796,0.5699
test1797,0.4530
test1798,0.5008
test1799,0.7858
test1800,0.9063
test1801,0.4831
test1802,0.8536
test1803,0.7282
test1804,0.5238
test1805,0.9028
test1806,0.7898
test1807,0.5105
test1808,0.7412
test1809,0.7117
test1810,0.6003
test1811,0.5854
test1812,0.0990
test1813,0.6185
test1814,0.4266
test1815,0.8647
test1816,0.9062
test1817,0.3864
test1818,0.6419
test1819,0.1121
test1820,0.6406
test1821,0.7114
test1822,0.4971
test1823,0.9903
test1824,0.9164
test1825,0.8196
test1826,0.5939
test1827,0.7107
test1828,0.8305
test1829,0.9637
test1830,0.4232
test1831,0.4900
test1832,0.1910
test1833,0.9197
test1834,0.3292
test1835,0.5126
test1836,0.6640
test1837,0.7540
test1838,0.5072
test1839,0.6663
test1840,0.7965
test1841,0.9416
test1842,0.7041
test1843,0.6430
test1844,0.2813
test1845,0.9584
test1846,0.5757
test1847,0.7628
test1848,0.7066
test1849,0.5079
test1850,0.3339
test1851,0.7343
test1852,0.7210
test1853,0.8340
test1854,0.5511
test1855,0.7285
test1856,0.5803
test1857,0.6769
test1858,0.7923
test1859,0.4160
test1860,0.5183
test1861,0.8951
test1862,0.5198
test1863,0.6918
test1864,0.7912
test1865,0.2264
test1866,0.7650
test1867,0.7980
test1868,0.7986
test1869,0.5447
test1870,0.3571
test1871,0.6442
test1872,0.5985
test1873,0.6507
test1874,0.4166
test1875,0.7340
test1876,0.8988
test1877,0.6451
test1878,0.8815
test1879,0.8298
test1880,0.6646
test1881,0.6555
test1882,0.3418
test1883,0.7695
test1884,0.6483
test1885,0.4564
test1886,0.1762
test1887,0.7973
test1888,0.7991
test1889,0.6413
test1890,0.7025
test1891,0.8479
test1892,0.4781
test1893,0.5490
test1894,0.7337
test1895,0.9714
test1896,0.7633
test1897,0.4118
test1898,0.3640
test1899,0.6535
test1900,0.4713
test1901,0.5534
test1902,0.9614
test1903,0.5604
test1904,0.8869
test1905,0.5991
test1906,0.4311
test1907,0.7000
test1908,0.8136
test1909,0.4240
test1910,0.8447
test1911,0.3635
test1912,0.7993
test1913,0.5930
test1914,0.7541
test1915,0.6300
test1916,0.5999
test1917,0.7818
test1918,0.7204
test1919,0.7973
test1920,0.9920
test1921,0.8723
test1922,0.7080
test1923,0.1417
test1924,0.8327
test1925,0.7574
test1926,0.6834
test1927,0.9766
test1928,0.3685
test1929,0.6811
test1930,0.6974
test1931,0.8087
test1932,0.6426
test1933,0.5300
test1934,0.8332
test1935,0.4445
test1936,0.9543
test1937,0.7661
test1938,0.8220
test1939,0.0666
test1940,0.9435
test1941,0.5645
test1942,0.8665
test1943,0.8589
test1944,0.3877
test1945,0.5561
test1946,0.3223
test1947,0.5702
test1948,0.6391
test1949,0.4117
test1950,0.7417
test1951,0.2504
test1952,0.2416
test1953,0.7673
test1954,0.7796
test1955,0.7158
test1956,0.8217
test1957,0.4967
test1958,0.4871
test1959,0.7491
test1960,0.7930
test1961,0.6650
test1962,0.7693
test1963,0.3545
test1964,0.2738
test1965,0.8300
test1966,0.7721
test1967,0.4301
test1968,0.2152
test1969,0.6495
test1970,0.4871
test1971,0.3730
test1972,0.3767
test1973,0.6639
test1974,0.6384
test1975,0.6894
test1976,0.5339
test1977,0.8980
test1978,0.9642
test1979,0.9825
test1980,0.9040
test1981,0.8377
test1982,0.5915
test1983,0.8115
test1984,0.7359
test1985,0.7217
test1986,0.5325
test1987,0.5973
test1988,0.7350
test1989,0.3325
test1990,0.5057
test1991,0.8336
test1992,0.9599
test1993,0.4945
test1994,0.2641
test1995,0.7739
test1996,0.2062
test1997,0.9141
test1998,0.6309
test1999,0.9824
test2000,0.2616
test2001,0.9131
test2002,0.6846
test2003,0.7812
test2004,0.8794
test2005,0.7440
test2006,0.4951
test2007,0.3897
test2008,0.4288
test2009,0.8201
test2010,0.7232
test2011,0.7365
test2012,0.6427
test2013,0.3855
test2014,0.6621
test2015,0.7576
test2016,0.4511
test2017,0.7701
test2018,0.7591
test2019,0.8752
test2020,0.8013
test2021,0.3585
test2022,0.6470
test2023,0.7423
test2024,0.8706
test2025,0.4818
test2026,0.7689
test2027,0.9784
test2028,0.6829
test2029,0.6449
test2030,0.8766
test2031,0.7645
test2032,0.8094
test2033,0.7542
test2034,0.6701
test2035,0.3996
test2036,0.1997
test2037,0.7284
test2038,0.6796
test2039,0.7655
test2040,0.5929
test2041,0.6328
test2042,0.7749
test2043,0.6440
test2044,0.9131
test2045,0.6086
test2046,0.8827
test2047,0.6428
test2048,0.0633
test2049,0.8344
test2050,0.6874
test2051,0.7816
test2052,0.8780
test2053,0.6062
test2054,0.7965
test2055,0.6452
test2056,0.3506
test2057,0.6320
test2058,0.4882
test2059,0.8851
test2060,0.8749
test2061,0.6978
test2062,0.6428
test2063,0.5643
test2064,0.8780
test2065,0.7730
test2066,0.6907
test2067,0.6933
test2068,0.6166
test2069,0.7573
test2070,0.8963
test2071,0.1654
test2072,0.6518
test2073,0.4552
test2074,0.7936
test2075,0.2928
test2076,0.6874
test2077,0.7499
test2078,0.8475
test2079,0.8459
test2080,0.6026
test2081,0.4931
test2082,0.7093
test2083,0.6704
test2084,0.7529
test2085,0.5501
test2086,0.7851
test2087,0.3233
test2088,0.5938
test2089,0.6916
test2090,0.8658
test2091,0.8111
test2092,0.5759
test2093,0.6319
test2094,0.5071
test2095,0.1577
test2096,0.8295
test2097,0.4547
test2098,0.8210
test2099,0.7126
test2100,0.5765
test2101,0.8700
test2102,0.7321
test2103,0.9674
test2104,0.8506
test2105,0.5891
test2106,0.9030
test2107,0.6600
test2108,0.3080
test2109,0.2148
test2110,0.6646
test2111,0.6064
test2112,0.6305
test2113,0.6461
test2114,0.3471
test2115,0.5235
test2116,0.8189
test2117,0.5485
test2118,0.3768
test2119,0.7431
test2120,0.9269
test2121,0.5378
test2122,0.9460
test2123,0.2049
test2124,0.5129
test2125,0.2505
test2126,0.7080
test2127,0.4780
test2128,0.5941
test2129,0.7026
test2130,0.2984
test2131,0.7791
test2132,0.5583
test2133,0.8099
test2134,0.5677
test2135,0.6431
test2136,0.7741
test2137,0.7733
test2138,0.0836
test2139,0.7655
test2140,0.5946
test2141,0.3827
test2142,0.5679
test2143,0.7112
test2144,0.5333
test2145,0.4323
test2146,0.8761
test2147,0.7572
test2148,0.4235
test2149,0.7911
test2150,0.4804
test2151,0.6389
test2152,0.8516
test2153,0.6111
test2154,0.6820
test2155,0.3605
test2156,0.7237
test2157,0.9182
test2158,0.5892
test2159,0.7668
test2160,0.8278
test2161,0.5754
test2162,0.5671
test2163,0.6042
test2164,0.6459
test2165,0.6780
test2166,0.5603
test2167,0.9596
test2168,0.7369
test2169,0.5457
test2170,0.8414
test2171,0.7380
test2172,0.9422
test2173,0.8656
test2174,0.6709
test2175,0.1997
test2176,0.7106
test2177,0.1333
test2178,0.1205
test2179,0.9189
test2180,0.6633
test2181,0.7921
test2182,0.8164
test2183,0.7746
test2184,0.5869
test2185,0.1195
test2186,0.6687
test2187,0.6852
test2188,0.2723
test2189,0.9273
test2190,0.8071
test2191,0.6940
test2192,0.6901
test2193,0.6654
test2194,0.4531
test2195,0.9295
test2196,0.4302
test2197,0.6741
test2198,0.3082
test2199,0.7649
test2200,0.5599
test2201,0.7356
test2202,0.6708
test2203,0.3670
test2204,0.6185
test2205,0.5283
test2206,0.4203
test2207,0.8465
test2208,0.4729
test2209,0.6105
test2210,0.3449
test2211,0.5094
test2212,0.4471
test2213,0.6212
test2214,0.4475
test2215,0.8266
test2216,0.7344
test2217,0.7451
test2218,0.1102
test2219,0.8794
test2220,0.7958
test2221,0.6701
test2222,0.2211
test2223,0.7086
test2224,0.8447
test2225,0.6229
test2226,0.5096
test2227,0.7515
test2228,0.8634
test2229,0.5380
test2230,0.6570
test2231,0.8986
test2232,0.5933
test2233,0.9544
test2234,0.5562
test2235,0.8604
test2236,0.7954
test2237,0.7400
test2238,0.7385
test2239,0.3083
test2240,0.0531
test2241,0.5216
test2242,0.7317
test2243,0.7244
test2244,0.6210
test2245,0.9916
test2246,0.0418
test2247,0.6031
test2248,0.8324
test2249,0.8423
test2250,0.5205
test2251,0.8372
test2252,0.3360
test2253,0.5731
test2254,0.8376
test2255,0.3464
test2256,0.6159
test2257,0.6300
test2258,0.4540
test2259,0.7511
test2260,0.9347
test2261,0.8097
test2262,0.6393
test2263,0.9394
test2264,0.5445
test2265,0.7045
test2266,0.8240
test2267,0.5051
test2268,0.8199
test2269,0.5928
test2270,0.1526
test2271,0.8403
test2272,0.4544
test2273,0.8829
test2274,0.6668
test2275,0.6049
test2276,0.9726
test2277,0.8448
test2278,0.5577
test2279,0.5407
test2280,0.3617
test2281,0.4428
test2282,0.1792
test2283,0.8756
test2284,0.8156
test2285,0.6622
test2286,0.7383
test2287,0.7374
test2288,0.1439
test2289,0.6543
test2290,0.4779
test2291,0.9168
test2292,0.8505
test2293,0.4532
test2294,0.6834
test2295,0.5243
test2296,0.5925
test2297,0.7071
test2298,0.2990
test2299,0.4704
test2300,0.7800
test2301,0.7264
test2302,0.0574
test2303,0.9371
test2304,0.7304
test2305,0.2427
test2306,0.6288
test2307,0.3904
test2308,0.6216
test2309,0.2641
test2310,0.4500
test2311,0.5441
test2312,0.8652
test2313,0.8749
test2314,0.9866
test2315,0.8298
test2316,0.7517
test2317,0.0719
test2318,0.5994
test2319,0.3021
test2320,0.4525
test2321,0.4753
test2322,0.9405
test2323,0.6270
test2324,0.2092
test2325,0.6857
test2326,0.7348
test2327,0.9649
test2328,0.9379
test2329,0.9114
test2330,0.5809
test2331,0.5703
test2332,0.6627
test2333,0.5237
test2334,0.5174
test2335,0.3850
test2336,0.8011
test2337,0.5759
test2338,0.5706
test2339,0.7134
test2340,0.6287
test2341,0.5344
test2342,0.7243
test2343,0.3831
test2344,0.7433
test2345,0.6885
test2346,0.4940
test2347,0.7135
test2348,0.9873
test2349,0.4142
test2350,0.5579
test2351,0.7077
test2352,0.6439
test2353,0.5633
test2354,0.8006
test2355,0.7785
test2356,0.7906
test2357,0.5747
test2358,0.3564
test2359,0.2699
test2360,0.5784
test2361,0.5604
test2362,0.5446
test2363,0.7743
test2364,0.9933
test2365,0.6869
test2366,0.5378
test2367,0.4111
test2368,0.5901
test2369,0.6166
test2370,0.1273
test2371,0.6656
test2372,0.6012
test2373,0.2492
test2374,0.6400
test2375,0.4595
test2376,0.9410
test2377,0.7924
test2378,0.6230
test2379,0.6257
test2380,0.8877
test2381,0.5564
test2382,0.5844
test2383,0.7216
test2384,0.6868
test2385,0.5541
test2386,0.3666
test2387,0.6903
test2388,0.7211
test2389,0.7947
test2390,0.8121
test2391,0.6059
test2392,0.6862
test2393,0.9048
test2394,0.5855
test2395,0.4039
test2396,0.7936
test2397,0.3916
test2398,0.6193
test2399,0.8292
test2400,0.7033
test2401,0.6154
test2402,0.8840
test2403,0.5563
test2404,0.4938
test2405,0.8645
test2406,0.5958
test2407,0.4402
test2408,0.3758
test2409,0.8260
test2410,0.5844
test2411,0.9292
test2412,0.3375
test2413,0.5569
test2414,0.7125
test2415,0.7854
test2416,0.6405
test2417,0.8304
test2418,0.7683
test2419,0.4866
test2420,0.6996
test2421,0.5175
test2422,0.7271
test2423,0.6140
test2424,0.8344
test2425,0.5271
test2426,0.8055
test2427,0.4072
test2428,0.5798
test2429,0.6359
test2430,0.5012
test2431,0.7482
test2432,0.5411
test2433,0.6582
test2434,0.8881
test2435,0.6320
test2436,0.8408
test2437,0.7427
test2438,0.4394
test2439,0.4852
test2440,0.5478
test2441,0.6849
test2442,0.5802
test2443,0.8855
test2444,0.7196
test2445,0.5015
test2446,0.5346
test2447,0.2617
test2448,0.8166
test2449,0.8942
test2450,0.8452
test2451,0.2000
test2452,0.1725
test2453,0.4163
test2454,0.6000
test2455,0.7262
test2456,0.6171
test2457,0.7270
test2458,0.7105
test2459,0.7344
test2460,0.7095
test2461,0.6169
test2462,0.8604
test2463,0.5370
test2464,0.6600
test2465,0.3703
test2466,0.2970
test2467,0.3401
test2468,0.7566
test2469,0.9864
test2470,0.6129
test2471,0.5583
test2472,0.6625
test2473,0.6968
test2474,0.6805
test2475,0.8562
test2476,0.6469
test2477,0.9190
test2478,0.7365
test2479,0.8072
test2480,0.4652
test2481,0.9098
test2482,0.5593
test2483,0.4479
test2484,0.5710
test2485,0.6086
test2486,0.5816
test2487,0.6870
test2488,0.5309
test2489,0.6540
test2490,0.6659
test2491,0.6829
test2492,0.9749
test2493,0.8169
test2494,0.5183
test2495,0.5349
test2496,0.9156
test2497,0.9308
test2498,0.7464
test2499,0.7499
test2500,0.8636
test2501,0.8924
test2502,0.7733
test2503,0.8670
test2504,0.7746
test2505,0.8753
test2506,0.8901
test2507,0.5854
test2508,0.6629
test2509,0.9025
test2510,0.5967
test2511,0.5146
test2512,0.6230
test2513,0.8101
test2514,0.5566
test2515,0.7805
test2516,0.7147
test2517,0.7876
test2518,0.4400
test2519,0.9531
test2520,0.6801
test2521,0.7397
test2522,0.6728
test2523,0.8172
test2524,0.7386
test2525,0.6014
test2526,0.4519
test2527,0.9104
test2528,0.6311
test2529,0.5827
test2530,0.4745
test2531,0.8913
test2532,0.4750
test2533,0.7778
test2534,0.6550
test2535,0.7244
test2536,0.8273
test2537,0.5876
test2538,0.8480
test2539,0.4359
test2540,0.8305
test2541,0.5714
test2542,0.1673
test2543,0.5033
test2544,0.8325
test2545,0.5812
test2546,0.5360
test2547,0.6863
test2548,0.6503
test2549,0.4973
test2550,0.9541
test2551,0.8088
test2552,0.5005
test2553,0.2257
test2554,0.3840
test2555,0.8509
test2556,0.7715
test2557,0.6427
test2558,0.4725
test2559,0.7796
test2560,0.9774
test2561,0.8049
test2562,0.5662
test2563,0.8087
test2564,0.8564
test2565,0.7201
test2566,0.4082
test2567,0.5713
test2568,0.7703
test2569,0.6741
test2570,0.4542
test2571,0.0931
test2572,0.2694
test2573,0.7860
test2574,0.4746
test2575,0.9136
test2576,0.1767
test2577,0.6446
test2578,0.4954
test2579,0.4811
test2580,0.4318
test2581,0.7198
test2582,0.6693
test2583,0.5745
test2584,0.7842
test2585,0.5468
test2586,0.8970
test2587,0.1756
test2588,0.6115
test2589,0.4541
test2590,0.4750
test2591,0.7780
test2592,0.7935
test2593,0.8133
test2594,0.6383
test2595,0.8256
test2596,0.8255
test2597,0.5776
test2598,0.3178
test2599,0.5147
test2600,0.7841
test2601,0.4580
test2602,0.6708
test2603,0.6071
test2604,0.5395
test2605,0.6252
test2606,0.5123
test2607,0.8395
test2608,0.4273
test2609,0.7226
test2610,0.6890
test2611,0.5471
test2612,0.5341
test2613,0.5763
test2614,0.5979
test2615,0.6865
test2616,0.5004
