rxnid,Yield
test1665,0.6964
test1666,0.7062
test1667,0.5217
test1668,0.5253
test1669,0.6768
test1670,0.7069
test1671,0.5288
test1672,0.5735
test1673,0.5570
test1674,0.5717
test1675,0.6133
test1676,0.4449
test1677,0.6885
test1678,0.6227
test1679,0.4779
test1680,0.7113
test1681,0.5565
test1682,0.5015
test1683,0.6818
test1684,0.7202
test1685,0.6393
test1686,0.6636
test1687,0.7890
test1688,0.7058
test1689,0.6967
test1690,0.7083
test1691,0.6788
test1692,0.4607
test1693,0.7813
test1694,0.4480
test1695,0.6295
test1696,0.2945
test1697,0.5891
test1698,0.5943
test1699,0.7068
test1700,0.6665
test1701,0.6370
test1702,0.6566
test1703,0.6278
test1704,0.6904
test1705,0.7304
test1706,0.5373
test1707,0.6298
test1708,0.6853
test1709,0.7003
test1710,0.5413
test1711,0.5884
test1712,0.7774
test1713,0.4836
test1714,0.6483
test1715,0.5795
test1716,0.6045
test1717,0.7081
test1718,0.6643
test1719,0.6114
test1720,0.7098
test1721,0.7436
test1722,0.6311
test1723,0.5723
test1724,0.6315
test1725,0.6403
test1726,0.4702
test1727,0.6822
test1728,0.7069
test1729,0.7005
test1730,0.6844
test1731,0.7288
test1732,0.6343
test1733,0.7321
test1734,0.6344
test1735,0.6346
test1736,0.6342
test1737,0.7025
test1738,0.6632
test1739,0.6799
test1740,0.6619
test1741,0.5423
test1742,0.5331
test1743,0.6487
test1744,0.7097
test1745,0.6350
test1746,0.6086
test1747,0.7891
test1748,0.6570
test1749,0.6191
test1750,0.6876
test1751,0.6538
test1752,0.5014
test1753,0.5580
test1754,0.5629
test1755,0.6894
test1756,0.6062
test1757,0.7000
test1758,0.6841
test1759,0.6859
test1760,0.7072
test1761,0.5807
test1762,0.5910
test1763,0.6402
test1764,0.6294
test1765,0.6927
test1766,0.7053
test1767,0.7390
test1768,0.5353
test1769,0.6888
test1770,0.7202
test1771,0.7017
test1772,0.6144
test1773,0.6783
test1774,0.6417
test1775,0.5542
test1776,0.6626
test1777,0.5903
test1778,0.5951
test1779,0.7042
test1780,0.5442
test1781,0.6960
test1782,0.6196
test1783,0.6497
test1784,0.6603
test1785,0.5463
test1786,0.6935
test1787,0.6471
test1788,0.6954
test1789,0.5595
test1790,0.6879
test1791,0.5998
test1792,0.6801
test1793,0.6308
test1794,0.6903
test1795,0.5995
test1796,0.5971
test1797,0.5725
test1798,0.5975
test1799,0.5507
test1800,0.7894
test1801,0.6345
test1802,0.7467
test1803,0.7048
test1804,0.5636
test1805,0.7277
test1806,0.7113
test1807,0.6526
test1808,0.7042
test1809,0.5684
test1810,0.6539
test1811,0.6958
test1812,0.5515
test1813,0.5969
test1814,0.7060
test1815,0.5410
test1816,0.6980
test1817,0.6197
test1818,0.6533
test1819,0.4967
test1820,0.6558
test1821,0.7053
test1822,0.4999
test1823,0.6998
test1824,0.7910
test1825,0.6841
test1826,0.6947
test1827,0.6517
test1828,0.7766
test1829,0.7408
test1830,0.6813
test1831,0.5046
test1832,0.6499
test1833,0.7188
test1834,0.5283
test1835,0.6803
test1836,0.6880
test1837,0.7172
test1838,0.4991
test1839,0.7170
test1840,0.6728
test1841,0.6775
test1842,0.7897
test1843,0.6736
test1844,0.5533
test1845,0.7104
test1846,0.6741
test1847,0.6448
test1848,0.5839
test1849,0.7072
test1850,0.7064
test1851,0.6331
test1852,0.6970
test1853,0.7395
test1854,0.5652
test1855,0.7085
test1856,0.6892
test1857,0.6461
test1858,0.6494
test1859,0.5217
test1860,0.4852
test1861,0.6974
test1862,0.5747
test1863,0.6268
test1864,0.7905
test1865,0.5635
test1866,0.7105
test1867,0.7163
test1868,0.6558
test1869,0.4866
test1870,0.7113
test1871,0.4829
test1872,0.5675
test1873,0.7230
test1874,0.5555
test1875,0.6697
test1876,0.7205
test1877,0.5312
test1878,0.7105
test1879,0.6976
test1880,0.5569
test1881,0.6492
test1882,0.4505
test1883,0.5912
test1884,0.6863
test1885,0.3691
test1886,0.1679
test1887,0.7060
test1888,0.7093
test1889,0.6692
test1890,0.5819
test1891,0.6054
test1892,0.5385
test1893,0.7225
test1894,0.7150
test1895,0.6762
test1896,0.7639
test1897,0.3963
test1898,0.6474
test1899,0.5888
test1900,0.6216
test1901,0.5184
test1902,0.7690
test1903,0.5599
test1904,0.7275
test1905,0.5144
test1906,0.5141
test1907,0.5983
test1908,0.6728
test1909,0.5156
test1910,0.7067
test1911,0.6387
test1912,0.5939
test1913,0.7064
test1914,0.6554
test1915,0.6561
test1916,0.7076
test1917,0.6828
test1918,0.5067
test1919,0.6096
test1920,0.7632
test1921,0.7453
test1922,0.6533
test1923,0.4937
test1924,0.6615
test1925,0.7097
test1926,0.6859
test1927,0.7207
test1928,0.5218
test1929,0.5560
test1930,0.7482
test1931,0.6929
test1932,0.7923
test1933,0.7013
test1934,0.7097
test1935,0.7165
test1936,0.6191
test1937,0.6468
test1938,0.6276
test1939,0.3905
test1940,0.7827
test1941,0.6850
test1942,0.7783
test1943,0.5960
test1944,0.6430
test1945,0.5344
test1946,0.6655
test1947,0.6992
test1948,0.4470
test1949,0.5522
test1950,0.6852
test1951,0.5005
test1952,0.6901
test1953,0.5941
test1954,0.5818
test1955,0.6639
test1956,0.5974
test1957,0.5143
test1958,0.6757
test1959,0.5371
test1960,0.6813
test1961,0.5786
test1962,0.5380
test1963,0.4861
test1964,0.4583
test1965,0.6242
test1966,0.7064
test1967,0.6246
test1968,0.5816
test1969,0.5610
test1970,0.5312
test1971,0.6197
test1972,0.6793
test1973,0.6951
test1974,0.6555
test1975,0.5269
test1976,0.7466
test1977,0.6489
test1978,0.7804
test1979,0.7064
test1980,0.7644
test1981,0.6627
test1982,0.7367
test1983,0.7207
test1984,0.7071
test1985,0.6957
test1986,0.6561
test1987,0.5818
test1988,0.7808
test1989,0.5292
test1990,0.6397
test1991,0.6443
test1992,0.7891
test1993,0.5350
test1994,0.6506
test1995,0.5741
test1996,0.6360
test1997,0.5955
test1998,0.6122
test1999,0.5730
test2000,0.6292
test2001,0.6842
test2002,0.6791
test2003,0.6842
test2004,0.7769
test2005,0.5510
test2006,0.6738
test2007,0.6738
test2008,0.6813
test2009,0.7005
test2010,0.6833
test2011,0.7101
test2012,0.6398
test2013,0.6389
test2014,0.5435
test2015,0.5906
test2016,0.5317
test2017,0.7101
test2018,0.5601
test2019,0.6860
test2020,0.5904
test2021,0.6458
test2022,0.6223
test2023,0.5226
test2024,0.6018
test2025,0.5409
test2026,0.7077
test2027,0.7412
test2028,0.6762
test2029,0.6357
test2030,0.6251
test2031,0.7113
test2032,0.6317
test2033,0.7255
test2034,0.5770
test2035,0.3733
test2036,0.5993
test2037,0.7616
test2038,0.5420
test2039,0.7068
test2040,0.5432
test2041,0.7892
test2042,0.7026
test2043,0.5319
test2044,0.7221
test2045,0.5249
test2046,0.7359
test2047,0.6818
test2048,0.4288
test2049,0.5460
test2050,0.6264
test2051,0.7105
test2052,0.7106
test2053,0.6283
test2054,0.6556
test2055,0.5957
test2056,0.3409
test2057,0.6711
test2058,0.5487
test2059,0.7239
test2060,0.7210
test2061,0.5923
test2062,0.6464
test2063,0.6525
test2064,0.7195
test2065,0.7057
test2066,0.6974
test2067,0.6339
test2068,0.7688
test2069,0.5763
test2070,0.6607
test2071,0.3844
test2072,0.5899
test2073,0.6311
test2074,0.6659
test2075,0.6150
test2076,0.6207
test2077,0.7097
test2078,0.6545
test2079,0.6913
test2080,0.6305
test2081,0.5007
test2082,0.6338
test2083,0.7608
test2084,0.6692
test2085,0.5816
test2086,0.7428
test2087,0.7042
test2088,0.7515
test2089,0.5755
test2090,0.5314
test2091,0.6087
test2092,0.6577
test2093,0.6887
test2094,0.5984
test2095,0.3220
test2096,0.4996
test2097,0.5100
test2098,0.6313
test2099,0.7012
test2100,0.5204
test2101,0.7226
test2102,0.6815
test2103,0.6982
test2104,0.7077
test2105,0.5183
test2106,0.7389
test2107,0.6565
test2108,0.6524
test2109,0.6777
test2110,0.5667
test2111,0.7071
test2112,0.6353
test2113,0.6410
test2114,0.6104
test2115,0.7041
test2116,0.6762
test2117,0.7113
test2118,0.6798
test2119,0.6384
test2120,0.7304
test2121,0.5977
test2122,0.7472
test2123,0.3952
test2124,0.7230
test2125,0.6054
test2126,0.7261
test2127,0.7060
test2128,0.7062
test2129,0.6163
test2130,0.4761
test2131,0.5902
test2132,0.5839
test2133,0.7724
test2134,0.7086
test2135,0.6831
test2136,0.7081
test2137,0.7207
test2138,0.5087
test2139,0.6998
test2140,0.5292
test2141,0.6430
test2142,0.6573
test2143,0.6249
test2144,0.5080
test2145,0.5944
test2146,0.5186
test2147,0.5304
test2148,0.5461
test2149,0.7077
test2150,0.5189
test2151,0.6606
test2152,0.6866
test2153,0.6512
test2154,0.6555
test2155,0.6891
test2156,0.7207
test2157,0.7376
test2158,0.6954
test2159,0.6993
test2160,0.6463
test2161,0.7177
test2162,0.6153
test2163,0.6616
test2164,0.6315
test2165,0.6646
test2166,0.6287
test2167,0.6767
test2168,0.5531
test2169,0.5041
test2170,0.6994
test2171,0.7677
test2172,0.6669
test2173,0.6807
test2174,0.7263
test2175,0.3742
test2176,0.6782
test2177,0.5435
test2178,0.4758
test2179,0.7275
test2180,0.6411
test2181,0.7068
test2182,0.6740
test2183,0.5585
test2184,0.5224
test2185,0.6158
test2186,0.6523
test2187,0.6906
test2188,0.5726
test2189,0.6458
test2190,0.5981
test2191,0.6249
test2192,0.6554
test2193,0.6740
test2194,0.5371
test2195,0.7705
test2196,0.6099
test2197,0.6471
test2198,0.5232
test2199,0.7410
test2200,0.6408
test2201,0.6966
test2202,0.5372
test2203,0.5544
test2204,0.6630
test2205,0.6773
test2206,0.6348
test2207,0.6805
test2208,0.6618
test2209,0.4714
test2210,0.6741
test2211,0.5726
test2212,0.7476
test2213,0.5613
test2214,0.5398
test2215,0.7915
test2216,0.6412
test2217,0.5694
test2218,0.4083
test2219,0.7504
test2220,0.6197
test2221,0.5057
test2222,0.5462
test2223,0.7050
test2224,0.6413
test2225,0.7011
test2226,0.6429
test2227,0.6441
test2228,0.6339
test2229,0.6532
test2230,0.7113
test2231,0.7097
test2232,0.5441
test2233,0.7748
test2234,0.5249
test2235,0.6260
test2236,0.5035
test2237,0.7364
test2238,0.7826
test2239,0.6804
test2240,0.3959
test2241,0.5509
test2242,0.6545
test2243,0.7332
test2244,0.6236
test2245,0.7175
test2246,0.6154
test2247,0.6094
test2248,0.7077
test2249,0.6941
test2250,0.6914
test2251,0.6956
test2252,0.6781
test2253,0.7209
test2254,0.6947
test2255,0.5580
test2256,0.7815
test2257,0.6648
test2258,0.6456
test2259,0.5766
test2260,0.6879
test2261,0.5862
test2262,0.4818
test2263,0.7105
test2264,0.6310
test2265,0.6963
test2266,0.7275
test2267,0.6855
test2268,0.5298
test2269,0.6477
test2270,0.4876
test2271,0.5875
test2272,0.7076
test2273,0.7022
test2274,0.6766
test2275,0.7865
test2276,0.8022
test2277,0.6924
test2278,0.5273
test2279,0.6268
test2280,0.4895
test2281,0.7237
test2282,0.4667
test2283,0.5530
test2284,0.6880
test2285,0.6450
test2286,0.7597
test2287,0.6907
test2288,0.6549
test2289,0.6454
test2290,0.6059
test2291,0.7763
test2292,0.4929
test2293,0.5510
test2294,0.6858
test2295,0.6126
test2296,0.6655
test2297,0.6976
test2298,0.6082
test2299,0.6806
test2300,0.7135
test2301,0.6164
test2302,0.3586
test2303,0.6986
test2304,0.6210
test2305,0.5204
test2306,0.4587
test2307,0.4069
test2308,0.6674
test2309,0.5651
test2310,0.6426
test2311,0.7051
test2312,0.6789
test2313,0.6284
test2314,0.6618
test2315,0.7052
test2316,0.5864
test2317,0.6266
test2318,0.5305
test2319,0.5486
test2320,0.6253
test2321,0.6436
test2322,0.7037
test2323,0.6462
test2324,0.6756
test2325,0.6653
test2326,0.6089
test2327,0.6836
test2328,0.6218
test2329,0.6307
test2330,0.4837
test2331,0.6017
test2332,0.4452
test2333,0.6316
test2334,0.5628
test2335,0.6167
test2336,0.7159
test2337,0.6436
test2338,0.6904
test2339,0.6697
test2340,0.5208
test2341,0.6332
test2342,0.7884
test2343,0.5459
test2344,0.6565
test2345,0.6558
test2346,0.6895
test2347,0.5701
test2348,0.7426
test2349,0.6231
test2350,0.7026
test2351,0.6419
test2352,0.6295
test2353,0.7097
test2354,0.6943
test2355,0.7870
test2356,0.6707
test2357,0.6543
test2358,0.6509
test2359,0.5107
test2360,0.6552
test2361,0.5478
test2362,0.6427
test2363,0.6747
test2364,0.7925
test2365,0.7106
test2366,0.5191
test2367,0.5671
test2368,0.6555
test2369,0.6967
test2370,0.6413
test2371,0.7790
test2372,0.5436
test2373,0.6044
test2374,0.5737
test2375,0.5792
test2376,0.7908
test2377,0.6799
test2378,0.6396
test2379,0.5368
test2380,0.6926
test2381,0.5124
test2382,0.7106
test2383,0.6907
test2384,0.6670
test2385,0.6405
test2386,0.6635
test2387,0.6515
test2388,0.6359
test2389,0.6979
test2390,0.6588
test2391,0.6247
test2392,0.5273
test2393,0.7371
test2394,0.6526
test2395,0.6259
test2396,0.6727
test2397,0.6995
test2398,0.6521
test2399,0.7419
test2400,0.5607
test2401,0.6052
test2402,0.6602
test2403,0.5183
test2404,0.5913
test2405,0.7327
test2406,0.7289
test2407,0.5308
test2408,0.6342
test2409,0.6858
test2410,0.7106
test2411,0.7105
test2412,0.6694
test2413,0.5087
test2414,0.6868
test2415,0.6771
test2416,0.7766
test2417,0.6234
test2418,0.6447
test2419,0.6507
test2420,0.6964
test2421,0.5974
test2422,0.6998
test2423,0.5794
test2424,0.7900
test2425,0.5378
test2426,0.6424
test2427,0.6305
test2428,0.6016
test2429,0.5748
test2430,0.6938
test2431,0.6321
test2432,0.5268
test2433,0.5628
test2434,0.6501
test2435,0.6920
test2436,0.6871
test2437,0.6479
test2438,0.5964
test2439,0.5602
test2440,0.5398
test2441,0.5407
test2442,0.6762
test2443,0.6719
test2444,0.7168
test2445,0.6399
test2446,0.5836
test2447,0.6055
test2448,0.6526
test2449,0.7267
test2450,0.6860
test2451,0.4869
test2452,0.6563
test2453,0.3802
test2454,0.7039
test2455,0.4901
test2456,0.6375
test2457,0.5004
test2458,0.6844
test2459,0.6526
test2460,0.5297
test2461,0.6587
test2462,0.6998
test2463,0.6272
test2464,0.6787
test2465,0.6998
test2466,0.4151
test2467,0.4461
test2468,0.4825
test2469,0.7903
test2470,0.6541
test2471,0.6545
test2472,0.6558
test2473,0.5883
test2474,0.6228
test2475,0.6903
test2476,0.6134
test2477,0.6995
test2478,0.7062
test2479,0.7071
test2480,0.5292
test2481,0.6302
test2482,0.5239
test2483,0.5842
test2484,0.5358
test2485,0.6214
test2486,0.7106
test2487,0.6125
test2488,0.6344
test2489,0.6298
test2490,0.4815
test2491,0.6992
test2492,0.5829
test2493,0.6535
test2494,0.5695
test2495,0.5552
test2496,0.6952
test2497,0.5470
test2498,0.6982
test2499,0.5856
test2500,0.7230
test2501,0.7316
test2502,0.6402
test2503,0.6924
test2504,0.5903
test2505,0.6929
test2506,0.6290
test2507,0.5230
test2508,0.4507
test2509,0.6559
test2510,0.6385
test2511,0.5913
test2512,0.6911
test2513,0.6949
test2514,0.6526
test2515,0.6570
test2516,0.7319
test2517,0.5475
test2518,0.7105
test2519,0.6998
test2520,0.7020
test2521,0.6902
test2522,0.6081
test2523,0.6563
test2524,0.6865
test2525,0.6301
test2526,0.7048
test2527,0.7105
test2528,0.6886
test2529,0.5261
test2530,0.5386
test2531,0.6904
test2532,0.5293
test2533,0.7384
test2534,0.7903
test2535,0.6518
test2536,0.6893
test2537,0.6492
test2538,0.5088
test2539,0.6221
test2540,0.6404
test2541,0.7002
test2542,0.5800
test2543,0.6313
test2544,0.6301
test2545,0.6552
test2546,0.6444
test2547,0.6154
test2548,0.5867
test2549,0.6789
test2550,0.7517
test2551,0.6801
test2552,0.5099
test2553,0.6594
test2554,0.6930
test2555,0.5914
test2556,0.6570
test2557,0.6129
test2558,0.6966
test2559,0.7105
test2560,0.7892
test2561,0.7040
test2562,0.6555
test2563,0.6959
test2564,0.6518
test2565,0.6998
test2566,0.6692
test2567,0.7071
test2568,0.6867
test2569,0.6457
test2570,0.6350
test2571,0.4855
test2572,0.6869
test2573,0.6217
test2574,0.6558
test2575,0.7900
test2576,0.5353
test2577,0.5400
test2578,0.6523
test2579,0.5795
test2580,0.6526
test2581,0.7395
test2582,0.6463
test2583,0.5291
test2584,0.6469
test2585,0.7569
test2586,0.6166
test2587,0.4584
test2588,0.7268
test2589,0.6221
test2590,0.6555
test2591,0.7342
test2592,0.6591
test2593,0.6268
test2594,0.6825
test2595,0.7055
test2596,0.5845
test2597,0.5702
test2598,0.6031
test2599,0.6799
test2600,0.6180
test2601,0.4880
test2602,0.6303
test2603,0.6555
test2604,0.6900
test2605,0.5179
test2606,0.7290
test2607,0.5825
test2608,0.5363
test2609,0.6337
test2610,0.6519
test2611,0.6558
test2612,0.5360
test2613,0.7111
test2614,0.5760
test2615,0.6446
test2616,0.7913
